,Username,Review,User Rating,Color
248,Mark Albrecht,"Awesome noice cancelation, comfortable sound quality is great. Great for planes, trains, busses etc. Only complaint is they come loose at the gym and while running. Was the biggest problem when doing horizontal exercises(bench, push-ups etc) and during cardio like running. Sweat is a factor as well with the earphone material being smooth leather like material, but does wipe off Nicely after getting all sweaty so it’s a win lose.",4.0 out of 5 stars,Color: Black
249,Lance Williamson,"Ordered a white and got a kinda ugly... purple? But whatever, hard to complain when the audio quality is so fantastic. This thing is very comfortable, lightweight and rests easily on the head. Plus the arching headband is thankfully metal rather than plastic, which helps it contour and stay durable.I wasn't even ordering this for the noise cancellation, but when I tried it I was blown away. Ignore anyone complaining about a hissing sound; they probably left the headphones on the setting that BOOSTS background noise and forgot what buttons do.Great audio quality, a very fair price",4.0 out of 5 stars,Color: Pink
250,Borocay,"Decided to buy the Q35s because my Sony XM3s kept disconnecting while using my personal computer and I could never fix it.  I wasn't expecting much, so I was blown away at the audio sound stage created by these headphones. I still shake my head when I listen to music.  Amazing.  So full and rich.  I've used Audi Technica, Beyerdynamic, Sony, Grado, etc over the years.  These headphones seriously challenge those brands.  No kidding.  Plus, the noise cancelling is about 90% of the XM3s and it NEVER disconnects.  It also pairs up with my iPhone and personal computer at the same time and automatically switches between them through the Soundcore app on my iPhone.  Everything works...good.  So painless to use.  This really is a great pair of headphones for the price.  I'm stunned.",5.0 out of 5 stars,Color: Blue
251,N-ze I. C. Priddie,"Hello potential buyer .Bought this pair of headphones in November 2021. after serious researching on YouTube. Discovered it as seen in photo on August 2022. Also noticed on certain occasions  I would hear , a scratchy sounds as if it’s picking up frequency interference, while using blue tooth. I thought this would have lasted me for at least 5 years . I Can’t give an honest review on the sound quality (music wise), since I mainly uses it for, video streaming and podcasting, and it serves me well , in those Genres. The carrying case is very protective, especially for traveling. battery life is phenomenal however should be more  2nd & 3rd photo was taken in October 2022.",3.0 out of 5 stars,Color: Blue
252,Smokey,"Sound is just as good as my prior $300 plus Sony headphones, which were destroyed by our dog.  Volume control is not as good because the buttons are too small and too close together. But hey, for half the price of the Sony headphones, I don’t mind taking my phone out of my pocket and adjusting the volume manually.  We are very pleased with the value of this product.",5.0 out of 5 stars,Color: Blue
253,Parker Snell,"These sound so good. They're bluetooth and wired so I can use them wireless when walking around and then plug them in when playing or producing music. The battery seems to last forever although tbh I don't keep them on all the time. They have both noise canceling and ""transparency"" mode which is super cool, it's an ambient noise pass-through so it looks like you can't hear people but you secretly can, like a spy.Theres like a million buttons (ok actually 5) on the headphones themselves so you don't really need to even pull your phone out. This is the one thing I'd probably change - when the headphone volume is max and you press + again, it interrupts whatever's playing for a long seeming time. I don't think this is necessary and it could just do nothing at that point like my phone does. It'd also be cool if these buttons controlled my phone volume instead of a separate setting. However this is a very minor complaint compared to how cool these are.There is an app you can download to change some of the settings, most of all EQ that can't be done with just the buttons on the headphones.Ok lastly they also come with an airplane type two headphone plug adapter. Have you ever had headphones just include this? Is this a thing? Because when I saw that I thought wow, they really thought of everything!",5.0 out of 5 stars,Color: Blue
254,momma bear,"I bought these for myself and my daughters for the flight overseas. We found them very comfortable. The noise canceling was not as good as AirPods, but I tried on several pairs at Best Buy and the noise canceling on any of the over the ear headphones was about the same. For the price you can’t beat the sound and function.",5.0 out of 5 stars,Color: Pink
255,Ernest B,"My VERY expensive Sony WH-1000XM4 headphones lasted exactly 11 months, then I was attacked in both ears by VERY loud squealing/screeching noises, and I mean PIERCING!  After several days of arcane procedures to convince Sony that I was not a crook, they started working again just as I was ready to send in my Proof of Purchase forms and get a replacement set. Okay,  so problem solved...NOPE. IT CAME BACK two weeks later and even louder. Rather than ending up deaf, in a fit of disgust, I dismantled them with a hammer and sent them to the local landfill. I was not ready to go through that again. By comparison, these Q-35s are far superior in all areas...and they were a LOT cheaper! Sure I am out a wad of cash, but all in all, in the long run, it was worth it. These are superior in every way, plus they come with several improvements that the Sony earphones did NOT have. Caveat Emptor.",5.0 out of 5 stars,Color: Black
256,KRISHNA TEJA,"Headset is quiet good, but most of the time volume control pauses during video playback and irritates a lot other than this complaint noise cancellation and sound quality are good",3.0 out of 5 stars,Color: Blue
257,Ren,Had the Q30. They cut out from time to time. Odd but I was willing to settle. And then I lost them. My husband bought these Q35’s for me and I Luv them. Comfortable. Great sound. Perfect for workouts and drowning out everything and every one around me when needed. I want for nothing. Good value.,5.0 out of 5 stars,Color: Black
258,Courtney,I purchased these solely for use when traveling and on airplanes. The only thing that really matters to me is the noise cancellation and it was below par. It was helpful with the fuzzy/turbulent airplane noises but that was it. I did not help with other sounds or voices at all. I actually tried to ask someone a few rows away to speak more softly because I could still hear them clearly with the volume up and noise cancelling on.I also purchased Beats Studio3s and the Anker Soundcore Q30s. Each of the three models were marginally better than the last (as the price went up) but none were worth keeping.I recently used my husband’s Sony headphones and I’ve finally accepted that only Sony or Bose will have good noise cancellation and nothing under $300 is going to really very well for what I am looking for.,3.0 out of 5 stars,Color: Blue
259,Nicole ,Great prosciutto for the price. Always happy to replace my broken electronics with the ANKER brand. I’ve only had them a month but so far so good. Love the case they come in. Perfect for travel so they don’t get damaged.,5.0 out of 5 stars,Color: Pink
260,Anglems,"It's very possibly that these will end up being the perfect headphones for some people. I personally had a few problems with them that I couldn't get over. I returned them and chose a different pair.I own the Soundcore Motion + Bluetooth speaker and it's one of the best purchases I've ever made. This is why I gave these headphones a try.The good :- The sound quality is good enough- The Noise cancelling was good enough to kill an industrial metal fan sitting right next to me.- The battery life is ridiculous. They came with a 50% charge out of the box. I charged them once to 100% and never got them back under 70% for the rest of the time I had them.- You get so many features for the money. Bluetooth + wired operation, ANC, LDAC, easy controls, a great app- They look fantasticThe bad :- The volume level is annoyingly low, especially in Bluetooth mode. Both phone and MacBook Air required nearly 100% volume for a normal experience. Anything 50% and below volume level is unusable. I tried every trick in the book.- Even with a fully collapsed head band, I still couldn't get a firm fit on my head. Maybe my head is incredibly small.-The padding that sits on top of your head is way too weak and soft for the job it's supposed to do. It feels like a flimsy piece of cloth.",3.0 out of 5 stars,Color: Blue
261,Roseacreates,"Yes, it sounds better than Apt-X HD. It TRUELY does. Is it mindblowing? No...is it close? Yes.They made all the music I have listened to for YEARS sound NEW again.Download the Soundcore app, set the Q35's to ""Acoustic"" in the Equalizer and enjoy.My music was SO crisp. I ended up spending like the next 4 hoirs just rolling through my old music listening to how epic everything sounded. I listened to an old RUSH concert from 81 and just couldn't stop repeating songs listening to the BACKGROUND noises, and how DEFINED everything Geddy did was. I was like WHAT IS THIS SOURCERY.Definitely a fan of these now. I have put off buying a pair of Ankers but the noise canceling for the PRICE is fantastic. The sound quality is superb. The quality of the build feels very good. They can be tossed on the bed/couch and won't explode.If you're thinking about it, and if they're in your budget. Do it. You will NOT be disappointed. PLAY WITH THE EQ and find YOUR favorite sound! Also make SURE YOU ARE USING LDAC or it will use STANDARD bluetooth. My phone TELLS ME it is using the LDAC BT. I have a Oneplus 6T for those interested. Haven't tried my girlfriends S21 Ultra. I'll get back to yuh. LmaoBut try um! You're gonna love them.Update: June 5th 2022So I haven't used my headphones in about two weeks and when I picked them up I noticed that the cup was completely busted open. Pretty disappointed that they're doing the same thing as some cheaper brands. I thought I had solved this by getting these but I was wrong. I do NOT abuse them. They don't leave my house and I don't abuse my things. So the fact that they're falling apart before a year really says something. Do they still sound good? YES. But even the band is statting to get a really tired. They slip off while I walk around. They're great, but they're about a $75 pair.",3.0 out of 5 stars,Color: Blue
262,Joshua,"Got these after trying a less expensive option and being disappointed.  These were to replace a pair of headphones I had been using for years and that I loved but had just started to wear out.  These headphones can be worn for hours with no discomfort.  They came with a case, that I rarely use but it's still a nice thing to have with them.  I like the noise cancellation even though you can still hear some background sounds you can definitely tell it is on.  Also, the transparent mode is both easily accessed and very helpful when you need to pause to listen to someone or something.  I do wish the transparent mode made outside sounds a little louder though.  As far as sound quality overall... These are not studio headphones for those audiophiles out there that are looking for every nuance of sound.  BUT for most people for everyday use and for this price point, I think the sound is phenomenal.  I really like the long battery life as well.  Overall I am very satisfied with my purchase.",5.0 out of 5 stars,Color: Blue
263,Jessica Vicente-Leal,"These are one of the best sound quality headphone you can get. I know in the description it said over the ear, but I didn't expect to be way to big for my head. Everything else was great and easy to use and understand, but it is was a little to big for my liking as well.",4.0 out of 5 stars,Color: Black
264,East Podunk,"I have really enjoyed these headphones over the past year, except for the couple of issues I will describe, below. The Q35s are nice and light, comfortable, and sound very good for headphones in this price range. The battery lasts a nice amount of time- long flights are no problem.Unfortunately, during phone calls more and more often, the person on the line tells me that they can barely hear me. As well, the Q35s disconnect from my phone during calls and when listening to audio. These issues seem to occur more often when the headphones aren’t fully charged.I will next experiment by turning off the auto-stop feature that kicks in when you remove the headphones, but this still wouldn’t explain the mic issues, and possibly not the disconnecting headphones during a call.",3.0 out of 5 stars,Color: Pink
265,Anonymous Shopper,"I bought these headphones on a whim because they were the Amazon deal of the day.  Only in the last couple of years did I adopt wireless tech, having been my whole adult life a big advocate for wired headphones and ear buds.  However, I feel technology has finally caught up to satisfy mid-level audiophiles such as myself.  For 100 dollars, these headphones deliver.  I use them mostly for music listening while doing chores, but recently used them on multiple cross-country flights and they worked splendidly.  My one complaint is there is no holistic solution for noise cancelation.  Anker likes to give you multiple options to block out specific ranges of sound.  I would like it if they'd just give an option to block out everything.  But sound quality is excellent especially for the price, battery life is phenomenal, comfort level is unbelievable (I wear them for hours with no discomfort), they get plenty loud if that's a concern of yours, and they sound great for all assortments of music.  I noticed other reviewers commenting on there being too much bass.  Well I guess a flaw to others is a feature to me because I'm a huge bass head and I love it.  Highly recommended.  Anker knocked it out the park with these.  I can't comment on how they sound wired as I haven't tried it yet, but that's a nice touch for us old school wired audio fans.",5.0 out of 5 stars,Color: Blue
266,Hazel,"I have had these for over a year and a half, and use them almost every day. They are so amazing for the price, and the sound quality is unreal. They are comfortable to wear for long hours, they cancel out the loudest plane noises and subway sounds, and the battery life is outstanding. I highly recommend these headphones.",5.0 out of 5 stars,Color: Pink
267,adrien,"Decent overall sound for the price point (7/10). The equalizer in the soundcore app isn't too bad but has room for improvement. I just stuck with the acoustic option as opposed to the recommended default setting.Noise cancelling is really underwhelming compared to the Sony xm4 and galaxybuds2 that I tried out recently. I'd give the noise cancelling on these a 4/10 whereas I'd give the Sony xm4 an 8/10 and galaxybuds2 a 6.5/10.The auto pause/play when headphones removed feature needs work and tends to be more of a nuisance for me when activated since it lags for about 3-5 secs sometimes when headphones are removed. Also the headphones would randomly stop my music when I have them on, I'm assuming that my movement (doesn't take much) triggered the autopause.The microphone quality is really bad 4/10. After speaking with 3 different people they've all wanted to know why I was sounding like I was in a can. I confirmed the issue myself as well. Resetting the headphones, re-pairing Bluetooth, reinstalling app, restarting phone and headphones etc did not help improve mic quality.The headphones also have a high amount of sound leak as well. So they won't be good for discrete listening. People could clearly hear the lyrics and instrumentals of the music I was listening to at about 80% volume from at least 6 ft away in a quiet room.I will be returning these but will recommend for those who don't need headphones for calls but want decent sound quality, good battery life and easy to use controls at a decent price point.",3.0 out of 5 stars,Color: Blue
268,Shyam,"Update:Anker contacted me about my comment on quality consistency. They addressed my concern and replaced the headset. There is something to be said about a company that actually follows up on customer feedback. This was a very positive experience so I updated my review and bumped up a star. I have had very good experience on other anker products in the past and this was my only low point. Anyway thanks Anker, good job on customer service.Original review:Battery life was excellent, way better than competition. Music is base heavy like many modern headphones. Noice cancellation is ok, nothing to write home about. The headband cushion started to crack 2 days after light use. So, I returned it due to bad build quality. Switched to Sony and hifiman both of them had way better sound quality.",4.0 out of 5 stars,Color: Blue
269,Steve Cook,I use these exclusively for Zoom/Teams calls in an office environment.  The sound is great and there is a sound canceling mode specifically for use as a phone/headset.  The microphone works great.A full charge of the battery lasts for a full day of conference calls.These headphones are very comfortable.,5.0 out of 5 stars,Color: Black
270,Jim Sev,"The headphones provide good quality material and are very comfortable to wear. I had expected to use them while cutting my lawn on a lawn tractor while listing to music however they don't cancel out enough noise to do that while listening to the music at a reasonable volume.The only other problem that I have is in finding the buttons to change volume and to change modes while wearing them. The buttons are very small and smooth so they are hard to locate by touch however, the more I wear them, the easier it is for me. I guess it just takes more familiarity. That is why I rated them a 4. I gave the battery life a 5 not really knowing how long they will stay charged. I only wear them for 1 1/2 hours at a time at most and recharge them often even though they don't tell me that the battery is low. Every time I put them on and activate them I get a message that says ""Battery High""",4.0 out of 5 stars,Color: Blue
271,Jerry,"Frustrated that it doesn't connect to two devices as advertised, still have to go into Settings twice every time to move to another device. Frustrated that LDAC is unusable and I have to disable HD audio just to play music without pops every 11 seconds. Frustrated that the sound quality is beyond terrible without ANC turned on all the time. Build quality seems poor on the earcups, don't think they'll hold up long term. On/off detection frequently causes the music to pause, so I disabled it.But ANC is quite good, sound quality is good (as long as you leave ANC on and disable LDAC), comfort is good, battery life is good, transparency mode is good. They can probably fix most of the issues with a firmware update. If they update my firmware I'll update this review.Edit: Anker support reached out and now I have version 1.18 firmware on the headphones . . . still checking out how it sounds and connects (much better so far), but I'll raise from 2 to 3 stars at this point, for customer service that is on the ball.Edit: outstanding customer service by Anker, they shipped me another pair that seems to work a little better. The firmware helped with LDAC but not much else. I'll go 4 stars just for their service.",4.0 out of 5 stars,Color: Blue
272,C. M.,"Are they perfect? No.Are they great value for the money? Yes.I was considering the Sony MX-3 but couldn't justify spending that much money. If that's you, then buy these and you'll probably be satisfied.If you need the absolute best in noise cancelling, get the Sony's.",4.0 out of 5 stars,Color: Blue
273,Burnsy's Reviews,"Defiantly worth the money for what you receive. I own beats ear buds, jabra ear buds, bose speakers blah blah blah...but there is something about wearing head phones that just sounds better. Unless you need to be trendy, or have the very best? These will work for you... these work on the mower, at the gym, ect...",4.0 out of 5 stars,Color: Black
274,fff3k,"ok, they're not flat, but i didn't expect them to be. they still sound great; clear, present. and impressive deep bass. the app/EQ is nice, but i have to manually connect to it every time, a (minor) nuisance.the one thing i hate: turning the volume on the headphones up or down creates a loud beep tone that overrides any music that's playing, which... makes NO sense. why can't i just hear the volume go up or down?other than that, a good purchase. but wish this was fixed in a firmware update (hint hint)",4.0 out of 5 stars,Color: Blue
275,Brice E. Carson,"Mostly bought these to work with my computer so I can work from home and these work fantastic for that purpose. The noise dampening is so good it helps me concentrate on whatever I'm doing so now I even use them while meditating.Works great for Zoom meetings, music, Skyrim - I'm set!",5.0 out of 5 stars,Color: Blue
276,Cody Mort,The default EQ is pretty terrible. I had to crank down the lows and mids quite a bit. Ended up giving them to my Mom in the end.,4.0 out of 5 stars,Color: Blue
277,Boarhind,"I've always been happy with all my Soundcore products. They're definitely not the highest quality headphones (compared to many hundreds of dollars headphones), but I still love them. The audio quality is still quite good, don't get me wrong, especially for the price.The NC and transparency modes work well also. Overall, if you want some high quality wireless headphones that don't break the bank, these are the ones.",5.0 out of 5 stars,Color: Black
278,JMorfit,Fall off head too frequently & noise cancel could be much better,3.0 out of 5 stars,Color: Blue
279,David Kastning,I like these headphones. I wear BTE hearing aids so I needed something that would work with them. I do get a little feedback when putting them on but it is manageable. All features work as described.,5.0 out of 5 stars,Color: Black
280,Miss T,"These were great on my 10 hour flight to Greece.  Very comfortable, I have multiple ear piercings and no pain.  Very little plane or people noise, my seat partner had to tap me to  get my attention.",4.0 out of 5 stars,Color: Black
281,andykim,"I researched a lot before buying the best headphones for daily use. I found them. This pair is SO GOOOD!!1. Comfort - The build quality feels premium, the ear pads are so plush and it's just comfortable enough for me. MX3 might be better but that's double the price.2. Noise Cancellation -  I don't have the best experience with this, so I don't know how good this is. But it's okay for me.3. Multipoint - I love multipoint connection. I hate having to reconnect my laptop, tv and phone everytime I would like to switch. This has been really fun to use.3. Sound - Wow!!! Admittedly the Soundcore Default Signature sound is not good. It's honestly trash. But once you get to play around with the app and set your custom signature, this baby rocks. Seriously. Then couple that with Dolby Atmos and LDAC. This pair is sick.CONS ish!1. I heard some reviews about the left channel being louder than the right. I have zero experience with this so far. I guess some guys were unlucky with their pairs.2. The wearing detection is not the best. Most times it works, sometimes it doesn't. I just turn it off, if it bugs me too much. This shouldn't be a deal-breaker.Overall, If the price doesn't bother you too much, this is a really good pair. Don't let the default sound fool you. Once you set it to your preference, you'll love it.",5.0 out of 5 stars,Color: Blue
282,Louis M  Medeiros  Jr,"I have been buying soundcore products for a while now and the liberty 3 pros absolutely can't be beat for ear buds, so this time I decide to get the Q35, I do have other over the ear but I wanted these for different uses but I must say again with these, for the money you will not get better sound and features, the anc is great and with the app as always you can adjust the sound as you wish and these things sound absolutely awesome, thanks again soundcore keep us the great work and I will be a customer for life!!",5.0 out of 5 stars,Color: Blue
283,Tristin,"The headset is durable, made of quality materials, and the head size adjustments are generous. If you're an average joe that wants a loud headset with a punch, look no further. If you really want to be blown away at this price point, download the Soundcore app. It features an equalizer for custom adjustments along with 22 preset equalizers for a range of applications. Comes with a nice hardcase with cloth exterior. It's all worth the money invested.",5.0 out of 5 stars,Color: Black
284,laroygreen,"On paper this was promising but consistent noise cancelling issues just makes this unusable:- Consistent crackling and popping when noise cancellation is on, which goes away when set to normal or transparent. Sometimes shutting off the unit fixes the problem, but usually not. No matter what I try (even support articles about the issue), the crackling just comes back when using noise cancellation - especially if I don't have any audio playing.- Switching between 2 connected devices does not work well, and it seems to randomly give priority to connected devices.- The Android app is useless, and may as well not exist. You can't even manage connected devices.Maybe these are firmware issues that can be rectified with an update? I don't know. The headphone itself is comfortable and the sounds quality (when not crackling) is good. The audio quality for meetings is also good. Hopefully an update can fix these problems and if it does, I'll post an update.As a user coming from a Bose QC35 II that failed after many years of good service, I never experienced these issues and my Bluetooth devices are the same (phone, laptop and desktop).",2.0 out of 5 stars,Color: Black
285,Otniel C.,"The Features are an improvement over the life q30, the mic quality is better, the on/off detection works really well and the addition of LDAC codec is a nice touch. But that’s as far it goes when it comes to pros over the life q30. If your a bass head you’re going to love this headphone it has a lot of bass out of the box(way to much in my opinion) Even with eq you can’t get rid of the boosted sub bass and mid bass making it bleed into the other frequencies. Is fair to mention that the eq makes this a better sounding headphone, but not better than the life q30. The life q 30 are “bassy” out of the box as well, but not as much as the life q35. The comfort, the life q35 have different pads they feel more high quality when it comes to the memory foam, but for some reason in my case my ears start going hotter quicker and that boosted sub bass rattles my head to no end making this headphone not very comfortable for long listening sections. The ANC is the same as the life q30 so no improvement there to my ears. So in conclusion if you like detail and more clarity on your mids and highs go for the cheaper option(with eq) if you like bass and the extra features go with the life q35. Hope this helps!",3.0 out of 5 stars,Color: Blue
286,Whitneyg,"I love these headphones. They eliminated the hum of the plane when I traveled internationally. They have good sound control. It took me a little bit to figure out the one tap to transparency but it’s awesome now that it works! Sometimes I do have trouble connecting to wifi if there are too many other blue tooth devices, so I paired at home before I left so they were saved in my previously connected.",5.0 out of 5 stars,Color: Pink
287,Dean,"Great product and at a great price!  First impression is construction well made, sound is good and noise canceling works very good. Very comfortable, they don’t squeeze your head.  Fits well around your ears.  Sufficient amount of cushion around your ears.  My only complaint is the on/off button should have been better are a slide on/off or depress button in/out on/off.  Will update this post as I use them more.",5.0 out of 5 stars,Color: Blue
288,Nse Etim,"I'll recommend getting a Samsung or Apple USB type-C charger or anyone that has the recommended rating in the manual,to charge the device, else it would be plugged in but not chargingIf you notice that when the device is plugged in to the power source the red indicator light goes off too quickly yet the device is still not fully charged, then change the charger used, the red light should stay on during the whole charge period and only go off when the charge is completeIf you still don't have a charger you could use your PC or Mac",5.0 out of 5 stars,Color: Blue
289,Karen Shore,Even a person who isn't totally tech savvy can operate these easily the first time out of the box.,5.0 out of 5 stars,Color: Blue
290,IU Fan,"I've had this set for about a year, and for the money have been generally happy with them.  Noise canceling is fine, easy to use.  Sound is great!  I do miss a mute button though, and I have a cut-out problem with my iPhone 12.  Guess they will be relegated to the occasional TV watching and I'll have to pop for Beats.",4.0 out of 5 stars,Color: Blue
291,MeTaLhEaD,"The good:-These sounded pretty great once you create a flat profile.-They were overwhelmingly bass heavy initially.-Once tweaked, the sound quality was great when setting this up through my PC or android phone.-Build quality was spot on. The padding is great on the top and the headphones padding feels comfortable if you have small ears.The Bad:-The fit is too tight. I'd consider my ears average size, but the tips of my ears hit the inside of the cans making these hurt after about an hour.-Heavy, these cans weigh a lot more then previous wireless headphones.-Transparency mode annoying. I kept activating it on accident since any little press towards the right headphone turns it on or off.-Mic quality. The mic had a max bitrate of 16khz at one channel. I haven't seen number that low since the 90s! It is 2022, there is no reason for a microphone to have a bitrate that low for making a call or voice chatting.-Not Full Duplex. As soon as the mic gets activated on PC or Android, the headphones quality dips to 16k mono. The headphones support 48k, yet as soon as someone calls OR the mic gets activated by settings or software, the audio drops to ""Tape Quality"".The reason I returned:Stay away from these if you plan on utilizing voice chat or the microphone feature in any way. They are basically useless for voice chat or phone calls while still listening to music. (discord)",2.0 out of 5 stars,Color: Blue
292,Dusty Hats,"I bought these to replace an uncomfortable and lackluster pair of wired ""gaming"" headphones from a company I had high respect for. Comparatively speaking, audio quality is amazing for music and light/mmo gaming. I don't play FPS, so I can't comment on that. I didn't notice any audio lag from my PC, even when dual-paired between my phone and PC. There was a bit of audio lag when playing a mobile game, but switching from LDAC to AAC in the Bluetooth settings cleared that up. App has amazing EQ customization and the LDAC takes advantage of it. I'm still working through the break-in period, so I can only expect them to get better. ANC is nice, but I feel like the Life Pro 2 earbuds do it better. Definitely not to the level of a good/expensive set of Sony or Bose, but you get what you pay for. It will be sufficient for home-office working (I can't hear fans/PC/dog with ANC on and music playing) or traveling.A really neat feature is the customizable white-noise system in the app. I had it set to sound like a stormy night at the beach. Had some good memories come back. :)So far, for the price, these are excellent Bluetooth cans. I'm very satisfied and happy with them.That being said, if you're not concerned with having LDAC or a few other features, the Life Q30 is almost half the price. Definitely compare the two. Personally, I felt the features justified the price.",5.0 out of 5 stars,Color: Blue
293,JB,"I bought two of these as gifts for friends going on a long plane fight.  They were absolutely thrilled with them! Long battery life, great sound, excellent noise cancellation.  They particularly loved the feature where you hold your palm to one  ear for a couple of seconds to activate the external mic.  Perfect for when the flight attendant has a question for you, and no fumbling for a switch or a button.I hope they return the favor when my birthday rolls around. :-)",5.0 out of 5 stars,Color: Black
294,TomR,"Great sound, love the presets, great battery life, but two caveats…1. Whatever LDAC does (I’m no audiophile), it doesn’t do it on an iPhone or iPad. Apple does not support the LDAC codec. LDAC is one of the advertised upgrade benefits of the Q35 over the Q30. This was never mentioned in any Anker ad copy that I saw. Only one online reviewer mentioned it in passing. Sorry Apple fans.2. The auto-pause “feature” is flaky. It would unceremoniously freeze my videos and audios with no provocation whatsoever. After 2 returns to Anker (great customer service BTW) I finally found how to disable it in the Soundcore app: turn on your Q35s and make sure they are paired to your mobile device. Wait for the app to “discover” your Q35s. Then tap the Settings gear icon upper right. Move the “Wearing Detection” slider to the left to disable this “feature”. After I did this, the headphones are rock solid. It took me way longer to figure this out than it should have.Despite the issues above these are excellent headphones, I’m keeping mine. A happy iPhone user!",4.0 out of 5 stars,Color: Blue
295,clark a scates,"This model, is far superior to a previous model I purchased. The old model was excellent when it came to noise cancellation and music reproduction, but it had a design flaw. It always broke, cracked where the ear pieces folded for storage. Had two pair, both broke in the same place. But the Q35 seems to have addressed that problem. This is now by far, a superior audio device. My wife loves it, and when she wants to "" tune "" me out, she puts on the Q35, and she hears no noise from me.",5.0 out of 5 stars,Color: Pink
296,kevin reich,"Having Bluetooth and 3.5mm make these unstoppable. I use them on my Xbox, TV, and phone. Noise cancellation works on Bluetooth and 3.5mm adapter which is super nice.Audio quality is great, the bass isn’t artificially enhanced but if you need to adjust EQ you can do it inside the soundcore app.",5.0 out of 5 stars,Color: Black
297,Mufasa,"Bought these on recommendation from my daughter who has the Q30's. I was looking for a good pair of headphones that could double as both conference call 'phones and ANC 'phones for traveling. Initially had problems using them as bluetooth headset for computer calls so I switched to a wired setup and that seems to working well. Haven't had a chance to use them for travel but the little that I have experimented with ANC, it seems it will do the job. The bad - they are heavy for wearing long term use and I don't know how that will impact the intended use for travel. And I have a large noggin - which means they are tight and it's a relief taking them off, especially after a 2 hour call. Hopefully, they'll loosen up after some time. So, again, don't know how I'll fare with them for a long flight. Overall - they are a bargain compared to some other name brand ANC headphones and that's why I bought them.",4.0 out of 5 stars,Color: Blue
298,Andrea O.,Way better than I expected. A little sweat at the gym but totally worth the nc. Sometimes I wear them just to keep the nc on and focus. Right up there with the new sony headphones but a hell of a lot cheaper. Just get them!,5.0 out of 5 stars,Color: Black
299,Kevin R. Wojda,"Love these. Not a huge audiophile, but wanted good, solid headphones that would work on a plane, in a hotel, etc. These fit the bill. Great sound, comfortable, great price. Highly recommend.",5.0 out of 5 stars,Color: Blue
300,Byron Moore,"I don't know if this is a routine issue but they randomly pause the sound in listening to. They also have weird volume issues. Good otherwise, but just extremely annoying for those reasons.",3.0 out of 5 stars,Color: Black
301,BlondieECU,I considered buying the more expensive brands for noise cancelling but these fit my needs.  The sound quality is good and I love that I can connect to two devices simultaneously.,4.0 out of 5 stars,Color: Pink
302,Kevin,"It’s really comfortable, noise cancelling is good but not the best, don’t expect it to cancel all noise around you.",5.0 out of 5 stars,Color: Blue
303,KittyFelix,"These are amazing! The sound is fantastic. I bought these for my next plane trip. On a recent flight from London, the people next to me talked (across the aisle) the entire time. I now know their life histories (they were strangers)! I longed for headphones like this! When I tried them, they blocked any and all noise. I'm happy with these and now I don't have to worry about plane noise or loud obnoxious people on my next flight.",5.0 out of 5 stars,Color: Blue
304,Enrique Ramirez,I have to say these headphones are pretty impressive for the price! I LOVE how easy the pairing is Bluetooth devices. If you have a husband or wife  that snores loud and you have a hard time watching your show or find yourself rewinding too many times because you can’t hear…. grab a pair of these headphones. I have a Samsung TV so all I did was go to settings - select sound - Bluetooth speaker - press my head phones power button until the light started blinking - then my headphone set popped up on my tv - I selected the headphones and bam - I was able to watch my show in peace!!!! So far I love my headphones. May not be the absolute overall best but we also have Beats which are a tad bit overrated to me.,5.0 out of 5 stars,Color: Pink
305,BG,"Headphones sounded great for me- but only when NC was turned on.This was the only time that the audio stage felt centered, whenever I tried listening using the other modes the audio had a clear imbalance favoring the left ear piece. This resulted in a sense of fullness to just that ear. I’m still not entirely sure what was going on.I checked for any available firmware updates at this time.My suspicion is that the unit had a software error and was possibly always partially running noise cancellation to just one side. I compared them directly against other headsets on the same audio tracks (Sony wireless, Sony wired, AirPods, and others) on both phone and pc to verify that it wasn’t the audio track mixing.I’m the end I think these headphones offer a lot of quality for the price (up to you to decide if the price over q20 is warranted), with an excellent fit and finish. I may try another pair in the future to see if they exhibit the same bizarre quirk.",4.0 out of 5 stars,Color: Blue
306,Steve808,None,5.0 out of 5 stars,Color: Black
307,R. Hiestand,"Work as expected.  These work great with my phone, but mediocre with my laptop. This isn't a product issue but rather one of Bluetooth driver versions.  My laptop is old. The Bluetooth hardware does not support the latest driver, so occasionally I get the sound cutting out. Again,  that is on my end.Used these with my phone and plugged into a seatback console (cable included) on a transatlantic flight and they were great. Even with the 2 year old sitting behind me!",5.0 out of 5 stars,Color: Blue
308,Peter,"Excellent battery life, noise cancelling isn't perfect but it works pretty well for the price. Crisp sound, deep and powerful lows and nice highs. They hold up well to sweating in the gym, they're comfortable for extended periods of time, and I like the color.",5.0 out of 5 stars,Color: Blue
